Name,Current price,Change(%),Open,High,Low,Volume
ORIGIN MATERIALS INC.,0.9456,10.97,0.9563,1.02,0.9433,1695911
GITLAB INC.,55.17,13.19,56.2,57.45,55.05,1692839
BROADCOM INC.,1407.84,1.04,1399.79,1413.58,1392.02,1672996
DRIVEN BRANDS HLD.,11.15,4.5,10.75,11.2,10.71,1672773
LKQ CORP.,42.92,1.23,42.69,43.06,42.5,1671605
URBAN OUTFITTERS INC.,41.75,3.55,40.9,41.86,40.33,1667735
PORTAGE BIOTECH INC.,0.263,1.12,0.2699,0.375,0.2601,1662073
AURORA CANNABIS INC.,6.66,3.26,6.5,6.78,6.4,1659854
DYNAVAX TECHNOLOGIES,11.39,13.88,11.9,11.99,11.25,1652772
VERU INC.,1.23,13.15,1.34,1.34,1.2,1652069
FUTU HOLDINGS LTD.,74.64,1.14,73.29,75.6,72.73,1650908
ELECTRONIC ARTS INC.,135.06,0.49,134.27,135.64,133.82,1648650
10X GENOMICS INC.,22.59,11.57,22.97,23.05,22.5,1646238
CROCS INC.,148.92,4.42,144.73,150.71,144.73,1641822
AKEBIA THERAPEUTICS INC.,1.1,0.92,1.08,1.12,1.08,1640485
LEGEND BIOTECH CORP.,41.41,4.84,39.55,42.12,39.55,1631479
DOLLAR TREE INC.,115.37,0.67,115.4,116.54,114.46,1628869
TAKE-TWO INTERACTIVE SOFTWARE,154.6,1.49,152.44,155.17,151.77,1623904
COSTCO WHOLESALE,809.73,1.68,800.63,816.87,799.09,1622970
STERICYCLE INC.,51.65,15.42,44.98,54.33,44.52,1616373
OXFORD LANE CAPITAL,5.39,10.19,5.4,5.41,5.39,1601025
C3IS INC.,1.61,1.9,1.6,1.72,1.57,1600172
WEIBO CORP.,8.77,10.23,8.92,8.98,8.74,1595355
HALLADOR ENERGY CO.,7.14,4.39,6.85,7.25,6.66,1577509
DIGITAL TURBINE INC.,2.14,12.28,2.19,2.24,2.11,1562146
KNIGHTSCOPE INC.,0.3429,2.79,0.3336,0.3498,0.3235,1552098
EXTREME NETWORKS INC.,11.15,0.81,11.07,11.32,11.05,1544898
REMITLY GLOBAL INC.,13.7,0.51,13.64,13.86,13.55,1542728
CARIBOU BIOSCIENCES INC.,2.97,11.33,3.03,3.05,2.95,1532925
FLYWIRE CORP.,18.33,3.27,17.65,18.47,17.52,1520428
ACADIA PHARMACEUTICALS INC.,15.2,12.19,15.75,15.83,15.19,1520224
REVANCE THERAPEUTICS INC.,2.71,1.5,2.7,2.76,2.63,1517637
MAXEON SOLAR TECHNOLOGIES,3.03,12.88,3.13,3.22,2.94,1502087
KRISPY KREME INC.,11.15,11.41,11.31,11.35,11.13,1497536
AUTODESK INC.,214.89,10.13,212.3,216.52,209.0,1496728
UPWORK INC.,11.14,0.36,11.22,11.26,10.97,1490564
HASBRO INC.,60.66,0.51,60.53,60.79,59.96,1488070
SERES THERAPEUTICS INC.,0.9166,0.96,0.925,0.929,0.9,1483877
FORTREA HOLDINGS INC.,25.55,10.58,25.89,25.9,25.16,1483410
LIVEPERSON INC.,0.7014,13.31,0.713,0.716,0.6721,1479206
SANGAMO THERAPEUTICS INC.,0.5952,13.67,0.6179,0.63,0.566,1477211
SABRA HEALTH CARE REIT INC.,14.42,1.91,14.32,14.46,14.28,1476710
TALKSPACE INC.,2.86,3.25,2.76,2.94,2.76,1468353
SERVICE PROPERTIES TRUST SHARES OF BENE,5.57,3.53,5.46,5.6,5.42,1465128
NUTANIX INC.,72.85,1.96,71.48,72.93,71.1,1462121
DOCUSIGN INC.,56.93,10.68,56.82,57.56,56.42,1457963
HUMACYTE INC.,7.15,10.83,7.29,7.45,7.05,1454939
FTAI INFRASTRUCTURE INC.,8.94,4.93,8.62,9.09,8.62,1451145
PLAINS ALL AMERICAN PIPELINE L.P.,17.05,10.23,17.13,17.25,17.03,1450505
COHERUS BIOSCIENCES INC.,1.91,14.98,2.03,2.03,1.9,1444636
CHILDREN S PLACE INC. (THE),13.34,14.11,12.25,14.05,11.24,1441153
GE HEALTHCARE TECHNOLOGIES,79.85,0.66,79.84,80.26,78.91,1433940
OKTA INC.,97.16,11.6,98.32,98.39,96.72,1432494
SANOFI ADS,48.54,10.94,48.69,48.85,48.44,1423816
STITCH FIX INC.,2.33,4.02,2.27,2.37,2.18,1422396
PAPA JOHN S INTERNATIONAL INC.,47.62,0.7,47.52,47.98,47.05,1418655
OATLY GROUP AB ADS,1.11,0.0,1.12,1.13,1.09,1418377
R1 RCM INC.,12.48,2.8,12.26,12.55,12.15,1417239
SENSEI BIOTHERAPEUTICS INC.,0.79,145.52,0.89,0.89,0.6876,1408115
IPOWER INC.,2.03,36.24,1.6,2.06,1.57,1406599
SHARECARE INC.,0.822,10.12,0.8339,0.8498,0.809,1400945
LATTICE SEMICONDUCTOR,76.57,3.45,74.3,76.82,74.18,1398469
ENCORE ENERGY CORP.,4.64,0.22,4.67,4.73,4.55,1397195
WILLSCOT MOBILE MINI HLD.,39.27,10.3,39.57,39.67,38.98,1391842
AMYLYX PHARMACEUTICALS INC.,1.73,12.81,1.8,1.81,1.73,1374698
SUPERCOM,0.1975,11.05,0.1975,0.1995,0.1901,1371771
NAVITAS SEMICONDUCTOR,3.7,2.49,3.67,3.72,3.62,1370326
GP-ACT III ACQUISITION,10.08,0.0,10.06,10.08,10.06,1369064
LAKELAND BANCORP INC.,13.43,0.0,13.45,13.52,13.09,1361427
JAMF HOLDING CORP.,16.28,10.73,16.44,16.63,15.85,1356493
PAYCHEX INC.,124.23,11.14,125.88,126.85,124.01,1354383
NETAPP INC.,115.67,1.43,114.71,116.01,114.41,1351211
GOSSAMER BIO INC.,0.6199,12.65,0.64,0.6498,0.601,1344898
SIYATA MOBILE INC.,1.68,112.95,1.9,1.9,1.48,1342335
MONGODB INC.,349.74,11.53,351.81,352.68,342.3,1336915
ALPHATEC HOLDINGS INC.,10.12,0.2,10.12,10.23,9.98,1329878
NXP SEMICONDUCTORS N.V.,277.17,1.63,278.33,280.77,275.55,1319923
SONOS INC.,16.24,1.31,16.11,16.25,16.01,1317415
GDS HOLDINGS LTD.,7.74,10.9,7.81,7.87,7.52,1307760
NEOGEN CORP.,13.26,10.3,13.45,13.45,13.06,1305982
EDITAS MEDICINE INC.,5.63,13.43,5.89,5.96,5.59,1305042
INTUITIVE MACHINES INC.,5.13,3.43,5.0,5.17,4.95,1303291
HOLOGIC INC.,73.8,10.26,74.13,74.22,73.72,1303244
SEAGATE TECHNOLOGY HLD.,94.19,0.78,93.98,94.67,92.99,1301748
TG THERAPEUTICS INC.,16.71,11.59,17.13,17.16,16.6,1298206
ARCH CAPITAL GROUP,103.36,1.4,102.41,103.39,102.19,1296861
ZSCALER INC.,171.64,10.16,171.0,173.77,170.82,1291143
LEXINFINTECH HOLDINGS,1.87,2.19,1.8,1.89,1.77,1287268
NXU INC.,0.576,11.8,0.51,0.58,0.5,1286656
PREMIER INC.,18.99,10.26,19.18,19.18,18.83,1283995
APELLIS PHARMACEUTICALS INC.,40.61,2.34,39.71,42.75,39.34,1281356
RAMBUS INC.,55.7,1.0,55.61,56.22,55.01,1279241
THE GOODYEAR TIRE & RUBBER CO.,12.34,0.98,12.31,12.44,12.27,1277402
OCULAR THERAPEUTIX INC.,5.8,0.0,5.83,5.89,5.71,1277079
PAGAYA TECHNOLOGIES,11.62,1.75,11.23,11.78,10.85,1275429
OLD NATIONAL BANCORP,16.89,0.96,16.85,16.91,16.65,1268299
MANNKIND CORP.,4.78,10.83,4.82,4.84,4.74,1262379
FATE THERAPEUTICS INC.,3.52,2.62,3.46,3.64,3.41,1257549
MERRIMACK PHARMACEUTICALS INC.,15.13,0.0,15.15,15.16,15.13,1255765
LIBERTY MEDIA CORP.,22.48,1.44,22.24,22.48,22.01,1248359
BIONTECH SE ADS,96.95,12.07,99.0,99.27,94.52,1245252
PURECYCLE TECHNOLOGIES INC.,5.45,6.45,5.21,5.63,5.17,1238932
UP FINTECH HOLDING,4.12,1.23,4.0,4.18,4.0,1238552
COSTAR GROUP INC.,85.93,0.28,85.76,87.04,85.3,1236252
CONDUENT INC.,3.45,11.43,3.54,3.58,3.44,1234318
EXPEDIA GROUP INC.,110.31,10.16,111.0,111.36,110.26,1232068
STEPSTONE GROUP INC.,41.71,10.11,39.06,41.8,37.63,1223292
BALLARD POWER SYSTEMS INC.,3.09,3.0,2.99,3.12,2.99,1213840
GOLAR LNG LTD.,26.88,1.51,26.61,27.15,26.5,1208501
MICROSTRATEGY INC.,1684.84,9.12,1540.0,1684.99,1528.0,1206856
GRUPO FINANCIERO GALICIA S.A. ADS SHAR,32.47,4.78,31.1,33.13,30.54,1204581
JAGUAR HEALTH INC.,4.63,19.75,5.22,5.3,4.52,1203516
COCA-COLA EUROPACIFIC PARTNERS PLC,73.08,0.21,73.15,73.71,73.02,1201314
ELEVATION ONCOLOGY INC.,3.84,4.07,3.66,4.15,3.57,1200303
PRIVIA HEALTH GROUP INC.,17.31,7.45,17.14,17.32,16.42,1192025
EVERGY INC.,53.43,0.04,53.59,53.74,53.4,1191950
ECHOSTAR CORP.,18.49,1.65,18.34,18.76,18.04,1191598
SHOCKWAVE MEDICAL INC.,334.15,0.01,334.15,334.24,334.1,1191361
VARONIS SYSTEMS INC.,45.07,1.17,44.54,45.6,44.27,1189926
MULLEN AUTOMOTIVE INC.,4.36,8.73,4.13,4.44,4.04,1181959
TMC THE METALS CO.,1.55,1.97,1.52,1.59,1.52,1175889
NEWMARK GROUP INC.,10.41,0.58,10.43,10.55,10.27,1175585
GRI BIO INC.,0.318,123.0,0.3891,0.3891,0.2882,1174173
T STAMP INC.,0.585,110.29,0.653,0.653,0.553,1173665
POET TECHNOLOGIES INC.,1.75,111.17,1.96,1.96,1.7,1163451
ASP ISOTOPES INC.,5.43,7.95,5.21,5.57,5.12,1161264
LINDE PLC,435.57,0.76,433.28,437.52,432.97,1157621
NEXTDECADE CORP.,7.22,10.41,7.36,7.37,7.12,1157309
BIODEXA PHARMACEUTICALS PLC ADS,1.03,16.36,1.13,1.17,0.98,1152127
GRIFOLS S.A. ADS,7.2,1.27,7.04,7.22,7.01,1151315
MARINUS PHARMACEUTICALS INC.,1.38,6.15,1.31,1.4,1.28,1147466
SLM CORP.,20.98,1.6,20.79,21.11,20.74,1146596
INARI MEDICAL INC.,49.95,5.29,47.7,49.97,47.26,1144226
VIVID SEATS INC.,5.25,2.54,5.13,5.25,5.05,1138620
RENOVARO INC.,1.42,7.58,1.34,1.49,1.2,1138589
MARAVAI LIFESCIENCES HLD.,10.85,0.65,10.92,10.97,10.74,1135583
CME GROUP INC.,214.92,1.34,212.97,214.95,212.76,1135264
BENTLEY SYSTEMS INC.,53.29,1.16,52.58,53.46,52.41,1135078
NEKTAR THERAPEUTICS,1.64,11.2,1.67,1.7,1.61,1135048
FERROGLOBE PLC,5.97,3.29,5.77,5.98,5.77,1133203
PASSAGE BIO INC.,1.13,17.38,1.2,1.24,1.02,1119568
FIVE BELOW INC.,132.99,2.62,129.84,133.83,129.84,1118625
SS&C TECHNOLOGIES HLD.,61.82,10.23,62.07,62.33,61.57,1117872
HERON THERAPEUTICS INC.,3.44,10.86,3.51,3.59,3.42,1108091
BIGCOMMERCE HLD.,8.26,3.9,8.01,8.31,7.89,1099688
REKOR SYSTEMS INC.,1.59,5.3,1.51,1.62,1.46,1097264
THE REALREAL INC.,4.14,5.34,3.96,4.14,3.92,1096256
VIAVI SOLUTIONS INC.,7.39,0.14,7.43,7.48,7.36,1094432
GENTEX CORP.,34.36,1.63,34.06,34.37,33.92,1091831
PAYCOR HCM INC.,13.01,12.62,13.26,13.39,12.86,1087396
ILLUMINA INC.,106.48,0.6,106.69,107.25,104.34,1086821
VERRA MOBILITY CORP.,27.14,0.71,27.09,27.2,26.69,1083738
INTUITIVE SURGICAL INC.,404.85,1.62,397.61,407.33,397.01,1082160
FULTON FINANCIAL,16.76,0.66,16.76,16.77,16.51,1078661
META MATERIALS INC.,3.26,15.19,2.84,3.36,2.82,1075918
CYTTHERAPEUTICS INC.,1.75,14.37,1.82,1.85,1.75,1074056
PORCH GROUP INC.,2.29,11.72,2.33,2.38,2.28,1072906
SPROUTS FARMERS MARKET INC.,82.78,2.59,81.19,82.96,81.01,1070165
IMMUNOME INC.,14.22,10.84,14.26,14.9,14.16,1069390
X4 PHARMACEUTICALS INC.,0.9031,0.33,0.8728,0.9413,0.8651,1068594
THE CARLYLE GROUP INC.,44.55,1.34,44.37,44.99,44.18,1066656
BLACKLINE INC.,49.64,11.94,50.65,50.67,49.52,1066588
PROSPECT CAPITAL,5.69,1.79,5.6,5.69,5.6,1061472
OLLIE S BARGAIN OUTLET HLD.,78.38,4.26,75.75,78.57,75.67,1060349
PROGYNY INC.,27.0,10.55,27.23,27.31,26.73,1059805
GROCERY OUTLET HOLDING,22.62,10.13,22.71,22.91,22.48,1056054
PRINCIPAL FINANCIAL GROUP INC,82.22,0.98,81.84,82.29,81.74,1055633
BIOMEA FUSION INC.,11.0,11.17,11.13,11.6,10.73,1054675
VERTEX PHARMACEUTICALS INC.,456.95,1.36,451.9,457.66,449.42,1050952
ENTEGRIS INC.,132.29,3.07,129.66,132.71,128.11,1048750
TPI COMPOSITES INC.,4.74,12.06,4.26,4.8,4.26,1048721
WEARABLE DEVICES,0.357,8.18,0.3511,0.398,0.336,1047909
ABCELLERA BIOLOGICS INC.,3.85,0.0,3.88,3.95,3.76,1047467
PROFRAC HOLDING,9.19,12.23,9.46,9.57,9.19,1044781
THARIMMUNE INC.,0.3,193.45,0.33,0.37,0.3,1044423
ARHAUS INC.,16.8,4.93,16.18,16.93,16.08,1042064
AKAMAI TECHNOLOGIES INC.,94.14,0.19,94.55,94.67,93.75,1038981
FIBROGEN INC,1.3,1.56,1.26,1.36,1.26,1038173
TANDEM DIABETES CARE INC.,51.73,4.13,50.0,51.85,49.29,1037730
WYNN RESORTS LTD.,94.62,0.56,94.09,94.89,94.07,1035481
MINIM INC.,4.29,32.82,3.3,4.6,3.18,1034029
SAREPTA THERAPEUTICS INC.,123.46,12.89,128.0,129.0,123.31,1033844
BLOOMIN BRANDS INC.,20.9,10.81,21.26,21.26,20.64,1030384
OUTSET MEDICAL INC.,3.87,13.01,4.02,4.2,3.82,1028755
VIMEO INC.,3.8,11.04,3.86,3.86,3.77,1025408
LIGHTWAVE LOGIC INC.,3.44,8.18,3.2,3.48,3.2,1022788
NATIONAL VISION HLD.,14.77,11.53,15.07,15.09,14.49,1021407
QIFU TECHNOLOGY INC ADS,19.99,10.25,19.85,20.07,19.85,1018880
AVEPOINT INC.,9.16,12.35,9.38,9.4,9.13,1008736
THE BEAUTY HEALTH CO.,2.52,11.95,2.58,2.59,2.49,1003848
NASDAQ INC.,62.23,1.15,61.64,62.5,61.64,1002489
COGENT BIOSCIENCES INC.,8.22,9.75,7.52,8.29,7.36,1001724
QORVO INC.,98.29,1.48,97.81,98.59,97.21,1000194
AKERO THERAPEUTICS INC.,18.32,13.12,19.04,19.05,17.88,993407
VERTEX ENERGY INC,1.08,10.92,1.11,1.12,1.07,992544
CHAMPIONX CORP.,32.65,10.49,33.12,33.25,32.64,992219
FRONTIER GROUP HLD.,5.71,1.78,5.68,5.74,5.56,985168
TORM PLC,37.77,1.86,37.4,37.88,37.4,985148
SYMBOTIC INC.,40.91,11.37,41.9,42.38,40.59,985079
GLYCOMIMETICS INC.,0.27,11.17,0.2701,0.2815,0.263,980533
BRIDGEBIO PHARMA INC.,27.94,0.65,27.95,28.28,27.5,980432
CLEAN ENERGY FUELS,2.69,4.26,2.6,2.69,2.6,980164
SAFETY SHOT INC.,1.16,17.94,1.27,1.27,1.15,978318
MIND MEDICINE (MINDMED) INC.,8.23,3.52,7.97,8.31,7.88,974867
AUTOMATIC DATA PROCESSING INC.,248.9,11.03,251.6,252.99,248.34,973940
ANGI INC.,2.18,6.34,2.1,2.2,2.08,970914
ACM RESEARCH INC.,22.56,1.26,22.55,22.81,22.1,970371
ULTA BEAUTY INC.,381.78,1.5,375.33,383.41,375.3,969385
GAMING AND LEISURE PROPERTIES,44.65,0.34,44.79,44.85,44.24,965760
BERRY CORP.,6.86,11.72,6.99,7.05,6.82,963196
DYNE THERAPEUTICS INC.,31.22,10.1,31.52,32.03,30.87,958349
CADENCE DESIGN SYSTEMS INC.,294.28,10.14,293.7,297.68,291.03,957105
ATRICURE INC.,23.19,3.25,22.45,23.52,22.06,955831
ALTAMIRA THERAPEUTICS,1.78,4.09,1.7,1.89,1.63,948719
AVIDXCHANGE HOLDINGS INC.,10.79,10.83,10.96,11.0,10.74,948209
AMNEAL PHARMACEUTICALS INC.,6.45,0.16,6.53,6.55,6.44,948025
ZIONS BANCORP.,43.09,1.25,42.95,43.15,42.58,947256
ACTELIS NETWORKS INC.,0.545,10.04,0.5258,0.545,0.3598,942474
KARYOPHARM THERAPEUTICS INC.,1.05,13.67,1.09,1.1,1.04,939923
FRONTIER COMMUNICATIONS PARENT,25.58,11.88,26.1,26.23,25.51,938781
CHESAPEAKE ENERGY,89.72,0.68,89.68,90.22,89.04,934659
VERVE THERAPEUTICS INC.,5.28,10.94,5.41,5.43,5.23,934439
NANO-X IMAGING LTD,8.43,11.86,8.77,8.78,8.39,934176
VAXART INC.,0.8664,13.67,0.91,0.91,0.85,931784
LICHEN CHINA LTD.,1.45,113.17,1.66,1.67,1.0,930802
CRONOS GROUP INC.,2.64,0.0,2.64,2.71,2.63,929008
ALLIANT ENERGY CORP.,49.95,10.12,50.17,50.3,49.73,927704
REZOLUTE INC.,3.56,16.34,3.04,3.58,3.0,923912
THE HONEST CO.,2.75,3.38,2.7,2.81,2.67,923478
SOTERA HEALTH CO.,11.2,0.09,11.22,11.25,11.06,922520
INMODE,18.48,0.16,18.55,18.63,18.36,921840
LUMENTUM HOLDINGS INC.,46.28,0.78,46.17,46.5,45.44,919617
MERSANA THERAPEUTICS INC.,2.38,13.64,2.48,2.51,2.37,913270
XEROX HOLDINGS CORP.,13.86,0.43,13.92,13.96,13.72,911811
MARRIOTT INTERNATIONAL,236.59,1.95,233.83,236.72,233.29,909514
VIRIDIAN THERAPEUTICS INC.,12.11,10.41,12.25,12.61,11.99,908812
JIADE LTD.,12.34,2.24,12.07,12.45,11.12,908687
SUNSHINE BIOPHARMA INC.,0.755,1.75,0.7454,0.76,0.7301,907781
INTAPP INC.,36.18,11.15,36.46,36.59,35.35,906489
REGENCY CENTERS,59.29,0.03,59.66,59.7,59.07,904584
COGNEX CORP.,47.67,10.08,47.95,48.08,47.48,900690
DAVE & BUSTER S ENTERTAINMENT,49.81,2.47,48.93,50.12,48.79,899321
HALOZYME THERAPEUTICS INC.,43.82,10.23,43.65,44.02,42.96,898705
VANDA PHARMACEUTICALS INC.,5.23,6.52,4.95,5.23,4.91,896861
PATTERSON COMPANIES INC.,23.94,0.55,23.99,24.0,23.68,896406
2U INC.,0.289,12.3,0.3,0.3015,0.2847,893798
CG ONCOLOGY INC.,32.71,9.07,30.0,33.52,30.0,888875
MKS INSTRUMENTS INC.,131.01,1.93,129.26,132.54,127.47,888485
ACCURAY INC.,1.51,1.34,1.5,1.55,1.46,883860
AMARIN CORP.,0.8475,0.38,0.8691,0.871,0.841,883729
DRAGANFLY INC.,0.275,1.66,0.2759,0.2907,0.265,878878
ZAI LAB LTD.,17.92,15.98,18.2,18.5,17.41,878622
NEXTNAV INC.,7.71,2.8,7.51,7.76,7.51,876667
ABSCI CORP.,4.21,13.22,4.43,4.43,4.16,875885
RYANAIR HOLDINGS PLC ADS,122.64,13.96,125.16,125.29,121.7,874049
NANO DIMENSION,2.64,3.13,2.55,2.69,2.55,873368
VERA THERAPEUTICS INC.,37.11,0.08,37.31,39.39,36.54,873216
RAIL VISION,1.04,0.97,1.07,1.08,1.03,873157
OPTION CARE HEALTH INC.,29.04,1.54,28.78,29.1,28.46,871109
PORTILLO S INC.,9.98,3.42,9.73,9.99,9.66,865266
INHIBRX INC.,34.14,10.15,34.21,34.38,34.08,865035
CHORD ENERGY CORP.,179.76,1.77,178.14,179.97,177.52,862534
FIVE9 INC.,50.04,10.93,50.28,50.7,49.52,862517
VNET GROUP INC. ADS,1.79,1.13,1.79,1.83,1.76,860231
BIOVIE INC.,0.4542,11.26,0.465,0.469,0.4402,857978
ASTERA LABS INC.,71.99,2.74,71.1,72.82,70.68,857851
LANTHEUS HOLDINGS INC.,78.22,10.99,79.99,80.72,78.1,857188
ATOSSA THERAPEUTICS INC.,1.46,0.0,1.47,1.52,1.43,855521
ANAVEX LIFE SCIENCES,4.0,14.08,4.18,4.21,3.95,854898
BIORA THERAPEUTICS INC.,0.5936,19.44,0.543,0.6071,0.543,853125
SPROUT SOCIAL INC,32.57,2.04,31.82,32.61,31.45,848936
ADAPTIVE BIOTECHNOLOGIES,3.44,10.29,3.47,3.5,3.38,847516
PUBMATIC INC.,23.75,4.53,22.76,24.19,22.7,843956
LIBERTY BROADBAND,51.36,1.52,51.05,51.38,50.43,840276
ALIGN TECHNOLOGY INC.,255.62,1.28,253.31,257.97,252.39,839452
WIX.COM,170.0,2.9,165.2,170.35,165.2,838816
INTELLIA THERAPEUTICS INC.,24.84,10.16,25.11,25.17,24.61,833390
FANGDD NETWORK GROUP,1.12,13.45,1.08,1.18,1.06,831484
CRACKER BARREL OLD COUNTRY STORE,45.62,10.11,45.85,46.28,45.4,825655
MORPHIC HOLDING INC.,30.8,10.95,28.01,31.0,27.47,823809
E.W. SCRIPPS CO.,2.45,15.41,2.6,2.62,2.44,823017
SYNDAX PHARMACEUTICALS INC.,20.28,0.85,20.19,21.11,20.04,821743
FOX CORP.,31.13,1.57,30.71,31.14,30.68,817762
NOVOCURE LTD.,23.15,3.77,22.56,23.67,22.56,816024
INTEGRA LIFESCIENCES HLD.,28.31,10.7,28.28,28.6,27.92,814733
ALSET INC.,0.67,26.42,0.5583,0.78,0.5456,814675
DENALI THERAPEUTICS INC.,19.21,10.26,19.47,19.57,19.07,813112
TENABLE HOLDINGS INC.,43.74,1.41,42.94,43.88,42.81,807488
HOPE BANCORP INC.,10.39,0.87,10.37,10.47,10.26,807314
KRATOS DEFENSE & SECURITY SOLUTIONS,21.54,1.6,21.24,21.57,21.17,806634
VIRTU FINANCIAL INC.,23.02,1.99,22.67,23.12,22.67,806259
REVOLUTION MEDICINES INC.,37.95,10.47,38.32,38.66,37.85,805955
RAPID7 INC.,38.02,0.11,38.11,38.29,37.53,802865
COEPTIS THERAPEUTICS HLD.,0.2877,10.19,0.2736,0.288,0.2551,801662
SANA BIOTECHNOLOGY INC.,8.02,0.5,8.07,8.25,7.96,799658
QUIDELORTHO CORP.,42.4,1.31,41.84,42.5,41.26,796819
T. ROWE PRICE GROUP INC.,118.2,1.1,117.19,118.37,116.92,795117
NEW YORK MORTGAGE TRUST INC.,5.9,2.25,5.8,5.91,5.76,791168
FIRST INTERSTATE BANCSYSTEM,27.11,0.0,27.29,27.34,26.73,790546
TRACTOR SUPPLY CO.,282.0,10.44,282.94,283.06,280.19,790018
THE CHEESECAKE FACTORY INC.,37.48,1.79,37.12,37.53,36.85,789920
DADA NEXUS LTD.,1.79,10.56,1.81,1.82,1.78,787197
UDEMY INC.,9.29,1.31,9.24,9.38,9.17,785766
GALERA THERAPEUTICS INC.,0.196,10.11,0.1754,0.1994,0.1754,782746
XERIS BIOPHARMA HLD.,1.93,11.03,1.95,1.97,1.9,782139
AVNET INC.,54.95,1.8,54.1,54.97,53.72,781987
PLAYTIKA HOLDING,8.46,10.59,8.51,8.53,8.35,780467
ACV AUCTIONS INC.,19.09,2.19,18.84,19.11,18.64,778058
C4 THERAPEUTICS INC.,5.48,11.62,5.61,5.65,5.46,773892
BRUKER CORP.,77.25,0.72,77.29,77.79,76.64,773186
BIOGEN INC.,217.81,10.11,218.21,219.44,217.06,770943
SAGE THERAPEUTICS INC.,11.78,4.06,11.33,11.93,11.1,770833
JFROG,32.94,10.93,33.09,33.44,32.75,769416
GOODRX HOLDINGS INC.,7.14,11.38,7.31,7.32,7.13,768309
ATARA BIOTHERAPEUTICS INC.,0.624,14.0,0.6675,0.6798,0.62,762283
PAYLOCITY HOLDING,153.64,16.43,163.81,164.69,153.47,761103
TREACE MEDICAL CONCEPTS INC.,5.16,2.38,5.2,5.24,4.99,757736
89BIO INC.,8.14,10.49,8.24,8.35,7.85,757495
CARPARTS.COM INC.,1.08,2.86,1.04,1.11,1.04,753623
AQUESTIVE THERAPEUTICS INC.,3.06,10.33,3.06,3.13,3.03,752404
ANNEXON INC.,4.96,5.53,4.73,4.99,4.64,751013
INNOVATIVE SOLUTIONS AND SUPPORT,6.39,28.06,6.17,6.77,5.92,742774
IDEANOMICS INC.,0.95,17.77,1.04,1.04,0.9168,742749
IMMUNOVANT INC.,28.95,1.97,28.52,29.33,28.24,739083
SURGERY PARTNERS INC.,25.39,3.89,24.62,25.62,24.44,735138
HARMONIC INC.,11.91,3.66,11.6,11.93,11.54,734788
NUVEI CORP.,32.07,10.12,32.11,32.22,32.05,733724
CEREVEL THERAPEUTICS HLD.,41.33,10.72,41.52,41.57,41.31,731926
ALLAKOS INC.,1.42,9.23,1.33,1.44,1.26,731075
WARNER MUSIC GROUP,30.46,0.16,30.51,30.81,30.29,730681
CARDIOL THERAPEUTICS INC.,2.35,5.38,2.27,2.4,2.25,730320
RETAIL OPPORTUNITY INVESTMENTS,12.09,11.06,12.31,12.36,12.08,729553
SCHOLAR ROCK HOLDING,10.67,11.11,10.86,11.23,10.63,728773
QUANTUM COMPUTING INC.,0.72,0.59,0.7,0.72,0.7,727770
TEXAS ROADHOUSE INC.,168.75,1.43,167.2,169.42,166.92,726717
SYNOPSYS INC.,587.4,0.19,582.9,594.61,580.0,725828
INNOVIZ TECHNOLOGIES,1.11,2.78,1.09,1.11,1.08,724648
GLOBAL-E ONLINE,29.42,10.1,29.46,29.78,29.1,724179
TPG INC.,44.23,3.17,42.92,44.33,42.81,723515
VERISIGN INC.,171.17,10.48,171.4,171.95,169.66,721573
SUNOPTA INC.,5.2,0.0,5.22,5.3,5.13,720254
LAM RESEARCH CORP.,970.57,1.3,964.08,982.54,961.09,719581
SAVARA INC.,4.08,12.16,4.2,4.27,4.07,719046
IMPERIAL PETROLEUM INC.,4.28,4.14,4.12,4.28,4.05,719017
ATOUR LIFESTYLE HOLDINGS,17.59,0.46,17.5,17.62,17.11,717443
PLAINS GP HLD.,18.05,0.0,18.09,18.22,18.01,716422
KULICKE AND SOFFA INDUSTRIES,47.15,1.79,46.83,47.26,46.33,713947
AUGMEDIX INC.,1.14,1.79,1.14,1.14,1.08,713708
MAKEMYTRIP LTD.,79.24,6.15,75.1,79.29,75.0,711665
G1 THERAPEUTICS INC.,4.09,13.08,4.29,4.34,4.06,711392
TANGO THERAPEUTICS INC.,6.91,12.54,7.07,7.12,6.68,707524
JEFFS BRANDS LTD,0.2901,113.33,0.3192,0.3199,0.29,707225
EXLSERVICE HOLDINGS INC.,30.97,0.06,30.98,31.28,30.55,703620
LOTUS TECHNOLOGY INC. ADS,10.0,0.1,9.96,10.0,7.99,703564
TWIST BIOSCIENCE,42.23,2.1,41.9,42.82,41.25,702623
ACADEMY SPORTS AND OUTDOORS,53.28,0.45,53.18,53.68,52.95,700442
PHILLIPS EDISON & CO.,31.43,10.32,31.69,31.76,31.31,697717
JANUX THERAPEUTICS INC.,45.37,5.46,42.99,45.4,42.7,695464
AGENUS INC.,13.62,10.28,12.55,14.18,12.35,695430
MONDAY.COM,243.5,10.5,244.0,246.23,241.55,695112
PROCEPT BIOROBOTICS,66.9,0.25,67.04,67.18,65.61,693999
CENTURY ALUMINUM CO.,17.95,1.82,17.86,18.36,17.76,693843
THE COOPER COMPANIES INC.,94.89,0.48,93.79,95.11,93.79,691431
